title,platform,publisher,developer,genre,rating,release_date,multihoming,playersnum,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Golden Axe,PlayStation 3,"['Sega', 'SCEA']",Backbone Entertainment,"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']",T,12-Jul-11,"['iPhone/iPad', 'PC', 'Xbox 360']",2,"In the original game that launched the popular series, the evil Death Adder has invaded your land and taken the king and princess prisoner. Three mighty warriors step forward to bring the villain to justice. The powerful fighter, Ax Battler, the female amazon, Tyris Flare, and the mighty dwarf, Gilius Thunderhead, will use their weapons and magic to fight their way through Death Adder's hordes. Along the way, they'll mount fearsome, fire-spitting beasts to help even the odds. Team up with a friend and enjoy two-player simultaneous gameplay for a better chance of survival.",0,No score yet,0,1,0,6.1,Mixed or average reviews,2,3,2
Golden Axe: Beast Rider,PlayStation 3,['Sega'],Secret Level,"['Action', 'General', 'General']",M,14-Oct-08,['Xbox 360'],No Online Multiplayer,"Golden Axe: Beast Rider delivers action-RPG thrills as a small band of Riders embark on an epic adventure to recruit allies, expose the enemy and prevent the annihilation of their breed. Delivering an intense and unique combat experience, players charge into battle on the backs of ferocious beasts or take their chances with the enemy while on foot. Fighting skill, wits and even magic are all called into action as players immerse themselves in the struggle to defeat an evil intent on enslaving the remains of civilization. [Sega]",44,Generally unfavorable reviews,0,13,17,5.7,Mixed or average reviews,12,7,13
GoldenEye 007: Reloaded,PlayStation 3,['Activision'],"Eurocom Entertainment Software, Eurocom","['Action', 'Shooter', 'Shooter', 'First-Person', 'Modern', 'Modern', 'Arcade']",T,1-Nov-11,"['Xbox 360', 'Xbox 360']",Up to 16,"I didn't enjoy the Wii port of this game so I wasn't really expecting to enjoy this version, but I really enjoyed it. There's new multiplayer content this time around, as well as improved graphics (there still not up to todays standards), and Mi6 ops mode which allows you to play through various challenges for high scores. Mi6 mode is a good addition for people who are into that kind of thing, but modes like that never really interest me, and it's disappointing that you can't play through them cooperatively. By far the best addition to this game that makes it better than the Wii port are the controls, they don't suck this time around. The single player is fun and offers a re-imagined version of the Goldeneye movie plot better suited for Daniel Craig's interpretation of the Bond character, however the campaign does suffer from some pitfalls, it's at it's best when your sneaking through levels taking out enemies stealthily, but suffers when the flood the screen with enemies and give you limited cover during on of the games frustrating sections, luckily those sections are few and far between. The multiplayer borrows from the Call of Duty series, but manages to feel like it's own unique experience. As a matter of a fact that's something you can say about the whole game. All in all it's a great game that does suffers from pitfalls but if your a Bond fan this is a good purchase.",72,Mixed or average reviews,16,22,0,6.3,Mixed or average reviews,23,31,13
Goosebumps: The Game,PlayStation 3,['GameMill Entertainment'],WayForward,"['Adventure', 'Visual Novel']",E10+,13-Oct-15,"['3DS', 'PC', 'PlayStation 4', 'Switch', 'Xbox 360', 'Xbox One']",No Online Multiplayer,"The walk home from school today is gonna be a lot spookier than usual. Your sleepy neighborhood’s been overrun by monsters. Werewolves prowl the woods, Gnomes roam underfoot, and scarecrows walk at midnight. But these aren’t ordinary monsters—they’re R.L. Stine’s famous Goosebumps monsters, released from their books and looking to wreak havoc.",0,No score yet,0,0,0,tbd,No user score yet,2,1,0
Gotham City Impostors,PlayStation 3,['Warner Bros. Interactive Entertainment'],Monolith Productions,"['Action', 'Adventure', 'Shooter', 'Shooter', 'First-Person', 'Fantasy', 'Fantasy', 'Fantasy', 'Arcade']",T,7-Feb-12,"['PC', 'Xbox 360']",,"Gotham City Impostors is a multiplayer game unlike any other, giving players the opportunity to rebel against conformity as they customize their own characters.  Posing as amateur vigilantes or villains, gamers will create their very own Bats and Jokerz characters using unprecedented customization options including insane costumes, homebrewed gadgets and a wide range of traditional and imagined weapons.",72,Mixed or average reviews,11,13,1,7.1,Mixed or average reviews,25,13,8
Gran Turismo 5,PlayStation 3,['SCEA'],Polyphony Digital,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'GT / Street', 'Automobile']",E,24-Nov-10,,Up to 6,"Gran turismo games have always been the benchmark for all other racers to compare to. GT5 is no different in status, but even better than anything before. The basic structure of a GT game is present, but it's streamlined and enhanced into the best yet. As usual for a first on console GT title, the new cars are somewhat limited (220 about) but in this one, you also get upgraded versions of nearly every car that has ever graced the series as well as almost every track from the series, with some new tracks. The biggest difference for GT5 is the tracks. Not only do you get the classics, you get new & very exciting tracks as well as tracks capable of transitioning from day to night racing as well as having unpredictable weather patterns including rain, fog, and snow on rally tracks. Rally racing is better than ever also. The new driving physics make this game the most realistic or the most accessible depending on how you set the driving aids. The re-playability is unmatched by any game no matter what the genre. Not only is there a great customizable online portion to the game, but an unlimited variety of city, circuit, dirt, snow, and go kart tracks provided by the robust course maker option. The course maker is one of the most ingenius new features to any racing game. GT5 already has more tracks than most games, and they extended that even further with a course maker that is not only easy to use but capable of producing high quality tracks that rival any other video games original tracks. Oh yea, did I mention go karts? Karting is one of the most basic but most fun types of racing there is. In GT5, it's one of the few occasions where you have as much fun doing it virtually as you would in real life. The karts handle insanely accurately to their real life counterparts but the similarities between vitrual and real are even more evident with full sized cars. No game, not even PC sims do a better job at mimicking a cars behavior in real life than GT5. It makes collecting cars the most fun part of the game to some, me included. The karting addition is so fun, most newcomers say it alone could be it's own game. NASCAR has also been added. I'm not a fan of NASCAR at all & I was skeptical but I really have to admit, GT5 is going to open up a lot of people around the world to a great sport. Right from the start, it's hard not to instantly love NASCAR cars even on a road course. Of course, these are only the major new features of GT5. There are many smaller additions to the game that just make it what it is, which is the greatest racing game of all time. Little things like interior view driver positioning, replays, custom soundtracks, and photomode are just some of the few details that really need to be experienced to understand. All of the small details aren't positive however. In some cars on day to night tracks, the shadows are very jagged and can be very distracting during replays. Luckily, the shadows are smoothed out in photomode but not while driving or watching. The standard cars do not have interior. That's a big issue that should be fixed but in hindsight, it's really not a big deal while your into the game. The standard cars can be damaged and look great, but the consistency is not there. Not all standards can be damaged. The damage is another small issue. It's realistic looking once it happens but it's hard to really damage a car but if you've played GT before, you know it's not about crashing, it's about racing. An issue that has plagued GT games in the past is now officially gone (at least for the premium cars). Engine sounds are absolutely amazing and even more so accurate. You can literally hope on the top gear track, and drive a car while watching the review on the show, and you won't be able to tell the difference in the engine sound. Also, the collision sounds are spectaculor and very realistic although hopefully, you don't know how a car accident sounds. When you get into a different car in your garage, a true to life start up of the car you choose is instantly heard even with the standard cars and this is just another example of really cool details in this game that help to balance out the issues this game has. It's not a perfect game, but there is only minor tweaks needed for perfection and with online connectivity, it's very possible we will see this game perfected, because on thing is for sure, it will keep you busy for years. No other game has the replayability this game has, and no other game has more to offer. Not enough words can describe why this is the best racer of all time, please just buy the game, play it, and enjoy",84,Generally favorable reviews,66,16,0,7.8,Generally favorable reviews,921,222,153
Gran Turismo 5 Prologue,PlayStation 3,['SCEA'],Polyphony Digital,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'GT / Street', 'Automobile']",E,15-Apr-08,,Up to 16,"The real driving simulator returns with the highly anticipated precursor to Gran Turismo 5, featuring 50 cars from worldwide auto manufacturers including Ferrari, Ford, and Audi. With all-new interior dash views, online racing, and more, Gran Turismo 5 Prologue unveils revolutionary advancements that blur the distinction between simulation and reality. Fifty cars and five race tracks, including Fuji Speedway, Suzuka Circuit, and for the first time ever, Daytona International Speedway. All-new interior dash view puts you in the driver’s seat like never before. Race online with up to 16 players to prove your skills. New online community features including Gran Turismo TV, featuring worldwide automotive and motorsport programming. Rendered in beautiful 1080p at 60fps with crisp, realistic lighting effects (replays rendered in 1080p 30fps). [Sony]",80,Generally favorable reviews,54,13,0,7.1,Mixed or average reviews,85,24,28
Gran Turismo 5 XL Edition,PlayStation 3,['SCEA'],Polyphony Digital,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'Automobile']",E,17-Jan-12,,,"Since its release in November 2010, GT5 now has a selection of over 1000 cars, more than 70 tracks as well as a variety of heart-pounding game modes. Furthermore, in October 2011, exactly one year since its release, with the update of 2.00 the game was greatly enhanced by the introduction of new features such as simplified interior view functionality to all standard cars. In addition, there are other exciting DLC (paid downloadable content) such as new cars, tracks, outfits and car paint colors, releasing in the same month. And now, Gran Turismo 5 Spec II is out together with DLCs released under name of ""Complete Pack"" on system update ver 2.00. Not only this, GT5 Spec II includes Car Pack 2 which will be newly released in 20th Dec, and will provide you additional 90 racing gears, 2 tracks with 5 layouts, 100 paint colors, and 19 cars in the end, on top of the exciting car life experience provided by GT5. Gran Turismo 5 Spec II is perfect for those who are just about to join in the race. It has all the items above readily for you to start the race right away. Do not miss this wonderful opportunity to explore the world of Gran Turismo 5.",0,No score yet,0,0,0,8.2,Generally favorable reviews,19,4,2
Gran Turismo 5: Car Pack 2,PlayStation 3,['SCEA'],Polyphony Digital,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'GT / Street', 'Automobile']",E,20-Dec-11,,,,0,No score yet,0,0,0,tbd,No user score yet,1,0,1
Gran Turismo 5: Car Pack 3,PlayStation 3,['SCEA'],Polyphony Digital,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'GT / Street', 'Automobile']",E,17-Jan-12,,,,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Gran Turismo 5: Course Pack,PlayStation 3,['SCEA'],Polyphony Digital,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'GT / Street', 'Automobile']",E,25-Oct-11,,,"Expand your Gran Turismo 5 experience with the Course Pack, featuring two brand new courses to race and master. Includes: -Circuit de Spa-Francorchamps, the famous Belgian track known for its rich history and challenging turns and elevation changes. -The indoor Kart Space, designed by Polyphony Digital, with beautiful neon illumination and two track layouts.",0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Gran Turismo 5: Racing Car Pack,PlayStation 3,['SCEA'],Polyphony Digital,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'GT / Street', 'Automobile']",E,25-Oct-11,,,"Expand your Gran Turismo 5 experience with the Racing Car Pack, featuring fifteen vehicles to race and master. Includes: -Red Bull X2011 prototype -11 modified Touring Car editions of fan favorite cars including the Honda CR-Z, Mazda RX-7, Mitsubishi Lancer Evolution X, Nissan GT-R R35, Subaru Impreza, and more -3 new racing karts",0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Gran Turismo 5: Speed Test Course Pack,PlayStation 3,['SCEA'],Polyphony Digital,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'GT / Street', 'Automobile']",E,17-Jan-12,,,,0,No score yet,0,0,1,tbd,No user score yet,1,0,0
Gran Turismo 6,PlayStation 3,['SCEA'],Polyphony Digital,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'GT / Street', 'Automobile']",E,6-Dec-13,,Up to 16,"GT6 it's the best racing game in consoles by far. Faster menus, new tyre and suspension physics, more and more content... Forza was a disappointment with the lack of content and abusive dlc (first day dlc and you must to pay for drive a veyron, really?). So if you own a ps3 and you like racing games, this is for you. A lot of improvements since gt5, great job giving us this game at the end of ps3.",81,Generally favorable reviews,65,16,0,8,Generally favorable reviews,719,113,121
Gran Turismo HD Concept,PlayStation 3,['SCEA'],Polyphony Digital,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'GT / Street', 'Automobile']",E,24-Dec-06,,,"[Downloadable Game]  Developed by Polyphony Digital, this driving game features an all-new course for players to be the first to drive a Ferrari on a PS3, as well as have the option to select a car from nine other worldwide manufacturers that include Infiniti, Lotus, Mitsubishi, Nissan and Suzuki. Available only for a limited time, Gran Turismo HD Concept takes full advantage of the PS3 hardware performance by providing full HD 1080p resolution and next-generation car physics ushering in a new era of racing for the gaming industry. Upon downloading Gran Turismo HD Concept, PS3 users have access to the Eiger Nordwand course and can compete in Time Trial races to collect and unlock new cars. Upon unlocking the initial 10 cars, the player has access to 10 more ""Tuned Cars,"" as well as access to a new driving mode called ""Drift Trial."" In the ""Drift Trial"" mode, the player can master the art of drifting and achieve ultimate control of their car. Furthermore, when connected to the Playstation Network, the player can upload their times and view the Top 10 rankings for each car and mode, as well as play and save replays online. In ""Time Trial"" mode, the player selects a car and must complete the Eiger Nordwand course within the target time indicated at the top of the screen. Each time the player beats the target time, a new car is unlocked and made available for selection. As stated, upon unlocking all of the cars, the player can access tuned cars, along with the option to race Eiger Nordwand in the opposite direction. In ""Drift Trial"" mode, the players drifting technique is tested, rather than their lap time. The player earns drift points based on their drift angles, racing lines, and speeds within evaluation zones located at various turns on the course. For each evaluation zone, the results are based on the number of flags and a numerical figure. The point total from all zones determines the players drift points for the lap and is counted toward the rankings. [SCEA]",82,Generally favorable reviews,5,0,0,6.7,Mixed or average reviews,12,5,5
Grand Slam Tennis 2,PlayStation 3,['EA Sports'],EA Sports,"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']",E,14-Feb-12,['Xbox 360'],Up to 4,"Best tennis game out at this time.  I dont like to go through character attribute points or training, I want to play tennis and I want it to be fun.  Grand slam tennis give me all of that, its graphics are much improved over the last one, gameplay is fast and its just fun!  Works great with the PS3 Move!The other tennis games seem slow to me, and I get board.  Also, the PS3 move controls on both virtua tennis 4 and topspin 4 are horrible which gives Grand Slam the advantage.  Online play is really fun as well.  Overall, its a simple game for those who want to get in and play some matches, maybe online or not, then get on with your day.  It isnt necessarily for those who want to develop a character and build their attributes like a role playing game.",73,Mixed or average reviews,18,18,0,5.4,Mixed or average reviews,6,5,9
Grand Theft Auto IV,PlayStation 3,['Rockstar Games'],Rockstar North,"['Action Adventure', 'Modern', 'Modern', 'Open-World']",M,29-Apr-08,"['PC', 'Xbox 360']",1 Player,"[Metacritic's 2008 PS3 Game of the Year; Also known as ""GTA IV""]  What does the American Dream mean today? For Niko Belic, fresh off the boat from Europe. It's the hope he can escape his past. For his cousin, Roman, it is the vision that together they can find fortune in Liberty City, gateway to the land of opportunity. As they slip into debt and are dragged into a criminal underworld by a series of shysters, thieves and sociopaths, they discover that the reality is very different from the dream in a city that worships money and status, and is heaven for those who have them an a living nightmare for those who don't. [Rockstar Games]",98,Universal acclaim,64,0,0,7.8,Generally favorable reviews,"3,154",726,595
Grand Theft Auto IV: The Ballad of Gay Tony,PlayStation 3,['Rockstar Games'],Rockstar North,"['Action Adventure', 'Modern', 'Modern', 'Open-World']",M,13-Apr-10,"['PC', 'Xbox 360']",,"[Playstation Network]  Grand Theft Auto IV's second downloadable episode, The Ballad of Gay Tony injects Liberty City with an overdose of guns, glitz, and grime. As Luis Lopez, part-time hoodlum and full-time assistant to legendary nightclub impresario Tony Prince (aka ""Gay Tony""), players will struggle with the competing loyalties of family and friends, and with the uncertainty about who is real and who is fake in a world in which everyone has a price. [Rockstar Games]",87,Generally favorable reviews,3,1,0,8.1,Generally favorable reviews,143,19,16
Grand Theft Auto IV: The Complete Edition,PlayStation 3,['Rockstar Games'],Rockstar North,"['Miscellaneous', 'Action Adventure', 'Compilation', 'Compilation', 'Open-World']",M,26-Oct-10,"['PC', 'Xbox 360']",Up to 16,"good d4mn game! i loved to play a lot in my life.. so wonderful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/10",0,No score yet,0,0,0,7.7,Generally favorable reviews,35,2,10
Grand Theft Auto IV: The Lost and Damned,PlayStation 3,['Rockstar Games'],Rockstar North,"['Action Adventure', 'Modern', 'Modern', 'Open-World']",M,13-Apr-10,"['PC', 'Xbox 360']",,"[Playstation Network] Johnny is a veteran member of The Lost, a notorious biker gang. Johnny has been creating business opportunities for The Lost in Liberty City, but his first loyalty must be to the patch he wears on his back and to Billy Grey, the club's President. However, when Billy returns from rehab hell-bent on bloodshed and debauchery, Johnny finds himself in the middle of a vicious turf war with rival gangs for control of a city torn apart by violence and corruption. Can the brotherhood survive? Developed by series creator Rockstar North and set in Liberty City, Grand Theft Auto IV: The Lost and Damned features a new main character, Johnny Klebitz, and plot that intersects with the storyline of Grand Theft Auto IV; new missions that offer an entirely fresh way to explore Liberty City with new multiplayer modes, weapons and vehicles; and a diverse soundtrack with additional music - all with the incredible production values that are the trademarks of Grand Theft Auto. All-new missions and a new storyline that interweaves with the original story arc of Grand Theft Auto IV. Play as Johnny, a member of The Lost Motorcycle Club. Experience Liberty City now with the perspective and lifestyle of a member of a biker gang. Added range of weapons - including the all-new grenade launcher and sawed-off shotgun. New weapons will be available for use in single-player and in all new multiplayer modes. New vehicles - featuring a collection of bikes that include Johnny's own customized heavy-duty chopper. New and improved bike handling and physics. Set of new action-packed multiplayer modes - details coming soon. All-new in-game TV, internet and radio content featuring new radio shows and original music. [Rockstar Games]",88,Generally favorable reviews,3,1,0,7.6,Generally favorable reviews,100,39,14
Grand Theft Auto Online,PlayStation 3,['Rockstar Games'],Rockstar North,"['Action Adventure', 'Modern', 'Modern', 'Open-World']",M,1-Oct-13,"['PC', 'PlayStation 4', 'PlayStation 5', 'Xbox 360', 'Xbox One', 'Xbox Series X']",Up to 16,"Grand Theft Auto Online is a dynamic and persistent online world for SIXTEEN players that begins by sharing gameplay features, geography and mechanics with Grand Theft Auto V, but continues to expand and evolve with new content created by Rockstar Games and the Grand Theft Auto community. Grand Theft Auto Online takes the fundamental Grand Theft Auto concepts of freedom, ambient activity and mission-based gameplay and makes them available to multiple players in a detailed and responsive online world. In GTA Online, players have the freedom to explore alone or with friends, work cooperatively to complete missions, come together to participate in activities and ambient events, or compete in traditional game modes with the larger community, all with the personality and refined mechanics of Grand Theft Auto V. Players can invest in their character through customizing their appearance, improving their stats, owning customized vehicles, purchasing personal property, and taking part in missions, jobs and activities to earn reputation and cash to open up new opportunities to rise through the criminal ranks. The world of Grand Theft Auto Online will constantly grow and change as new content is added, creating the first ever persistent and dynamic Grand Theft Auto game world. Access to Grand Theft Auto Online is free with every retail copy of Grand Theft Auto V. [Rockstar Games]",83,Generally favorable reviews,4,0,0,5.8,Mixed or average reviews,77,45,58
Grand Theft Auto V,PlayStation 3,['Rockstar Games'],Rockstar North,"['Modern', 'Action Adventure', 'Modern', 'Open-World']",M,17-Sep-13,"['PC', 'PlayStation 4', 'PlayStation 5', 'Xbox 360', 'Xbox One', 'Xbox Series X']",Up to 16,"Los Santos is a vast, sun-soaked metropolis full of self-help gurus, starlets and once-important, formerly-known-as celebrities. The city was once the envy of the Western world, but is now struggling to stay afloat in an era of economic uncertainty and reality TV. Amidst the chaos, three unique criminals plot their own chances of survival and success:  Franklin, a former street gangster in search of real opportunities and serious cheddar; Michael, a professional ex-con whose retirement is a lot less rosy than he hoped it would be; and Trevor, a violent maniac driven by the chance of a cheap high and the next big score. Quickly running out of options, the crew risks it all in a sequence of daring and dangerous heists that could set them up for life.",97,Universal acclaim,50,0,0,8.3,Generally favorable reviews,"3,886",426,510
Grand Theft Auto: Episodes from Liberty City,PlayStation 3,['Rockstar Games'],Rockstar North,"['Miscellaneous', 'Action Adventure', 'Modern', 'Compilation']",M,13-Apr-10,"['PC', 'Xbox 360']",Up to 16,when I played this game the first time I thought it was boring but when i keep playing it i got used to it  and when you get used to it it get much better like you can rob people and steal there cars you can kill  them and get the police on you and you have to get rid of them by driving out of the circle and get rid of them and then you can chill and go on line with your mate and kill each other or race or do some missions and drive helicopters and chill.,0,No score yet,0,0,0,8.1,Generally favorable reviews,79,13,9
Grand Theft Auto: San Andreas,PlayStation 3,['Rockstar Games'],"Rockstar Games, War Drum Studios","['Action Adventure', 'Open-World']",M,1-Dec-15,"['iPhone/iPad', 'PC', 'PlayStation 2', 'PlayStation 4', 'Xbox 360']",No Online Multiplayer,"Five years ago Carl Johnson escaped from the pressures of life in Los Santos, San Andreas... a city tearing itself apart with gang trouble, drugs and corruption. Where filmstars and millionaires do their best to avoid the dealers and gangbangers. Now, it's the early 90s. Carl's got to go home. His mother has been murdered, his family has fallen apart and his childhood friends are all heading towards disaster. On his return to the neighborhood, a couple of corrupt cops frame him for homicide. CJ is forced on a journey that takes him across the entire state of San Andreas, to save his family and to take control of the streets.",0,No score yet,0,0,0,7.6,Generally favorable reviews,33,8,9
Grand Theft Auto: Vice City,PlayStation 3,['SCEA'],Rockstar North,['Action Adventure'],M,29-Jan-13,"['PC', 'PlayStation 2', 'PlayStation 4']",,"From the decade of big hair, excess, and pastel suits comes a story of one man's rise to the top of the criminal pile. Vice City is a huge urban sprawl ranging from the beach to the swamps and the glitz to the ghetto, and is the most varied and complete digital city ever created. Combining nonlinear gameplay with a character driven narrative, you arrive in a town brimming with seedy opportunities and are given the chance to take it over as you choose. Take control of a variety of vehicles including high-performance cars and motorbikes, powerboats, golf buggies and helicopters. Browse through the radio stations, with styles ranging from rock to electro to find a sultry melody or pumping beat to suit your mood. No matter what type of man you are, Vice City is always full of surprises.",0,No score yet,0,0,0,8.1,Generally favorable reviews,14,2,2
Gravity Crash,PlayStation 3,['SCEA'],Just Add Water,"['Action', 'General', 'Shooter', 'Scrolling', ""Shoot-'Em-Up"", 'Top-Down']",E,24-Nov-09,,,"[Playstation Network]  Gravity Crash combines vintage arcade shoot 'em up gameplay with next generation visuals, to turn the heads of both core and new players alike. Your mission is to navigate space, twisting tunnels, underwater caverns and other hazardous environments to fulfil a range of objectives. From destroying gun emplacements to saving crewmen, Gravity Crash brings back twitch-based gameplay where a steady hand is just as important as a keen aim. With 30 planets to explore, each with varying challenges and goals, and glossed with psychedelic wireframe visuals using advanced special effects such as heat haze, refraction, blurs and more, Gravity Crash aims to fire it home that there's no school like the old school... with a brand new look. [SCEA]",73,Mixed or average reviews,14,14,0,7.3,Mixed or average reviews,9,3,2
Grease Dance,PlayStation 3,['505 Games'],"Zoe Mode, 505 Games","['Action', 'Miscellaneous', 'Rhythm', 'Dancing', 'Dancing']",T,25-Oct-11,['Xbox 360'],No Online Multiplayer,"Get ready for those ""Summer Nights"" with a return to Rydell High! Grease utilizes the Kinect's motion sensor technologies to deliver the ultimate Grease experience. Sing, dance and party your way through the officially licensed music and all the memorable choreography from the movie along with Barry, Sandy and the rest of the Grease gang.",0,No score yet,0,2,1,tbd,No user score yet,0,1,0
Greed Corp,PlayStation 3,['W!Games'],W!Games,"['Strategy', 'Turn-Based', 'Modern', 'General', 'Modern']",E,25-Feb-10,"['iPhone/iPad', 'PC', 'Xbox 360']",Up to 4,"[Playstation Network]  Why share when you can have it all? Greed Corp is an online multiplayer strategy game in which you battle for dominance over a world once rich in resources. In order to prevail, exhaust all the remaining resources to build an army, and then use the depleted collapsing terrain to your advantage. An extensive campaign mode and multiple unlockables prepare you to take the battle online. Will you defend your territory or sacrifice it to keep it out of enemy hands? Manage the finite available resources to build your army and use the unique collapsing terrain mechanic to your advantage, all while the mist grows closer. [Valcon Games]",78,Generally favorable reviews,15,4,0,7.7,Generally favorable reviews,9,2,1
Green Day: Rock Band,PlayStation 3,['MTV Games'],"Harmonix Music Systems, Demiurge Studios","['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']",T,8-Jun-10,['Xbox 360'],,"Green Day: Rock Band allows players to step onto the stage and into the shoes of Green Day, the multi-platinum, Grammy Award-winning band that jump-started the punk-pop revival and has continued to pave the way for American rock music into the 21st century. Taking on the likenesses of Green Day members Billie Joe Armstrong, Mike Dirnt and Tré Cool, players progress through the story and history of Green Day, gaining access into the band’s media vault, where they can unlock more than 100 collectible images, and more than 40 minutes of rare and unreleased video from interviews, outtakes and performances. [MTV Games]",76,Generally favorable reviews,26,15,0,6.2,Mixed or average reviews,15,3,7
Green Lantern: Rise of the Manhunters,PlayStation 3,['Warner Bros. Interactive Entertainment'],Double Helix Games,"['Action Adventure', 'Sci-Fi', 'Sci-Fi', 'General']",T,7-Jun-11,"['3DS', 'iPhone/iPad', 'Xbox 360']",No Online Multiplayer,"Green Lantern: Rise of the Manhunters is inspired by the feature film, which brings the enduringly popular DC Comics super hero to the big screen for the first time and which stars Ryan Reynolds in the title role as Hal Jordan, the newest member of the Green Lantern Corps.  In the videogame players will utilize over a dozen constructs and take flight across the deepest parts of the Universe to restore intergalactic order by wielding the ultimate weapon: the Green Lantern power ring.",61,Mixed or average reviews,0,11,1,6.5,Mixed or average reviews,11,7,5
Greg Hastings Paintball 2,PlayStation 3,"['Majesco Games', 'Majesco']",Super X Studios,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Modern', 'Modern', 'Arcade']",E10+,14-Jun-11,['Xbox 360'],Up to 16,"In Greg Hastings Paintball 2, players take to the field in 12 global paintball locations, each containing three to six different fields. Seven single-player game modes challenge the most experienced ""ballers"" to hone their skills and then test them against up to 19 others in seven different multiplayer game types. Whether playing alone or against others, Greg Hastings Paintball 2 ups the ante with game-changing weather conditions and field hazards including rain, wind and fog. While the difficulty level may have increased, so have the tools at the players' disposal as the game features an improved map editor along with the hottest new gear and weapons. When things are at their bleakest, players can even use the all-new cheat meter that lets them avoid elimination by successfully wiping away paint splatter before they're caught. Serious ""ballers"" can even become general manager of their own 10-player team composed of more than 100 professional and amateur paintball players. Gamers can trade players, issue commands, and use their earnings from the field to build each player's individual stats, so the overall team is that much more competitive. The better the team assembled, the more tournaments a player stands to win, providing him with added cash to buy new gear, players and skill upgrades.",46,Generally unfavorable reviews,0,4,1,6.8,Mixed or average reviews,3,0,1
GRID,PlayStation 3,['Codemasters'],Codemasters,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'GT / Street', 'Automobile']",E,3-Jun-08,"['PC', 'Xbox 360']",Up to 12,"(Also known as ""Race Dirver: GRID"")   GRID takes players to dramatic and beautifully realized race locations over three continents to compete in a variety of racing events. Packed with the most powerful race cars - new and classic, circuit and drift - players compete to conquer the most prestigious official race tracks and championships then beyond to compete in challenging city-based competitions, and then on through to road events and urban street races. The drama, the rivalries, the aggression and the crashes; this is not a game about collecting cars or spending all of your time in the front-end tuning suspension settings or designing liveries. Codemasters wants to make racing exciting again. Gamers compete on Europe's greatest official race tracks in prestige Marques including Aston Martin, Koenigsegg and Pagani. Iconic cities across the U.S, including San Francisco, Washington DC and Detroit - each with their own atmosphere and events - play host to diverse street races, where high-performance V8 muscle cars set the pace in aggressive, closely fought pack competitions. And in the Far East, Japanese racing culture sets the tone where night races, including Drift racing, takes drivers through neon illuminated cities and to outlying mountain roads. There's also the opportunity to compete in races that operate on the fringes of legality in the back streets and industrial areas of Yokohama. [Codemasters]",87,Generally favorable reviews,39,0,0,8.1,Generally favorable reviews,93,26,8
GRID 2,PlayStation 3,['Codemasters'],Codemasters,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'GT / Street', 'Automobile']",E,28-May-13,"['iPhone/iPad', 'PC', 'Xbox 360']",Up to 12,"Thank you for creating this amazing game. I'm loving it, the cars are incredible, the gameplay is perfect and the tracks are very well done! and what about the ""Live Routes""? A-M-A-Z-I-N-G!",82,Generally favorable reviews,18,2,0,6.6,Mixed or average reviews,80,64,33
GRID 2: Drift Pack,PlayStation 3,['Codemasters'],Codemasters,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'GT / Street', 'Automobile']",E,9-Jul-13,"['PC', 'Xbox 360']",,,0,No score yet,0,0,0,tbd,No user score yet,0,1,1
GRID 2: GTR Racing Pack,PlayStation 3,['Codemasters'],Codemasters,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'GT / Street', 'Automobile']",E,28-May-13,"['PC', 'Xbox 360']",,,0,No score yet,0,0,0,1.3,Overwhelming dislike,1,0,6
GRID 2: Headstart Pack,PlayStation 3,['Codemasters'],Codemasters,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'GT / Street', 'Automobile']",E,28-May-13,"['PC', 'Xbox 360']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,2
GRID 2: IndyCar Pack,PlayStation 3,['Codemasters'],Codemasters,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'GT / Street', 'Automobile']",E,28-May-13,"['PC', 'Xbox 360']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
