title,platform,publisher,developer,genre,rating,release_date,multihoming,playersnum,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Saints Row IV: Enter the Dominatrix,Xbox 360,['Deep Silver'],Volition Inc.,"['Action Adventure', 'Modern', 'Modern', 'Open-World']",M,"Oct 22, 2013","['PC', 'PlayStation 3']",1 Player,Enter the Dominatrix reveals the wild hijinx of the original vision of the canceled SR3 expansion. Steelport has been taken over by the Dominatrix and only the Saints can stop her from trapping everyone in a virtual prison! Includes behind-the-scenes commentary and the return of some fan-favorite characters.,68,Mixed or average reviews,4,6,0,6.5,Mixed or average reviews,4,6,2
"Saints Row IV: Hey Ash, Whatcha Playin'? Pack",Xbox 360,['Deep Silver'],Volition Inc.,"['Action Adventure', 'Modern', 'Open-World']",M,"Dec  4, 2013","['PC', 'PlayStation 3']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Saints Row IV: How the Saints Save Christmas,Xbox 360,['Deep Silver'],Volition Inc.,"['Action Adventure', 'Modern', 'Open-World']",M,"Dec 10, 2013","['PC', 'PlayStation 3']",,If you already own the Season Pass DO NOT purchase this content here as you will be charged again. How the Saints Save Christmas (1953) - Santa is trapped inside the Simulation but the Scrooge-like Boss of the Third Street Saints can't muster enough Christmas spirit to save him. Can the Saints help the Boss discover the true meaning of the season in time? A holiday classic for the whole family.,0,No score yet,0,1,0,8.5,Generally favorable reviews,3,1,0
Saints Row IV: National Treasure Edition,Xbox 360,['Deep Silver'],Volition Inc.,"['Action Adventure', 'Modern', 'Open-World']",M,"Jul 15, 2014","['PC', 'PlayStation 3']",,The United Saints of America. Experience the most insane antics of Saints Row IV together in one big collection of awesomeness! Game of the century edition includes the Saints' epic mission to protect Earthy from the evil alien Zin invasion as well as both DLC mission packs and the entire collection of suitably hilarious add on costumes and weapons. It's the American dream.,0,No score yet,0,0,0,7.8,Generally favorable reviews,4,0,1
Saints Row: Gat Out of Hell,Xbox 360,['Deep Silver'],Volition Inc.,"['Action Adventure', 'General', 'Modern', 'Open-World']",M,"Jan 20, 2015","['PC', 'PlayStation 3', 'PlayStation 4', 'Xbox One']",,"One of the best game of the 2015 year . Graphics 8/10 , storyline 9/10 , gameplay 9/10 . This is interesting game . This is excelent action . Saints Row Gat Out of Hell is better than Saints Row 4 . Good game . 8/10 .",0,No score yet,0,0,0,6.3,Mixed or average reviews,8,5,5
Saints Row: The Third,Xbox 360,['THQ'],Volition Inc.,"['Action Adventure', 'Modern', 'Modern', 'Open-World']",M,"Nov 15, 2011","['PC', 'PlayStation 3']",No Online Multiplayer,"Years after taking Stilwater for their own, the Third Street Saints have evolved from street gang to household brand name, with Saints sneakers, Saints energy drinks and Johnny Gat bobble head dolls all available at a store near you. The Saints are kings of Stilwater, but their celebrity status has not gone unnoticed. The Syndicate, a legendary criminal fraternity with pawns in play all over the globe, has turned its eye on the Saints and demands tribute. Refusing to kneel to the Syndicate, you take the fight to a new city, playing out the most outlandish gameplay scenarios ever seen. Strap it on.",84,Generally favorable reviews,61,9,0,7.7,Generally favorable reviews,356,129,48
Saints Row: The Third - Gangstas in Space,Xbox 360,['THQ'],Volition Inc.,"['Action Adventure', 'Modern', 'Modern', 'Open-World']",M,"Feb 21, 2012","['PC', 'PlayStation 3']",,"I liked this DLC: it's a nice and funny change of theme, with you playing the role of a actor in a B Sci-Fi movie, like the 50-60's sci-fi movies, with missions inside alien bases, and with some OVNI shooting too... and of course in the movie set where these scenarios are - the DLC is a little short, but fun (Genki Bowl is not good as this one). I would give this DLC a score of 7,0 / 10,0 .",73,Mixed or average reviews,4,1,0,5.5,Mixed or average reviews,6,9,8
Saints Row: The Third - Genki Bowl VII,Xbox 360,['THQ'],Volition Inc.,"['Action', 'Action Adventure', 'General', 'Modern', 'Open-World']",M,"Jan 17, 2012","['PC', 'PlayStation 3']",,"A genius in entertainment and mayhem, the man-cat Professor Genki has put together the most watched game show event on TV, Genkibowl VII. But every game show needs a star contestant, and Professor Genki has chosen the leader of the Saints. With the Saints' reputation for excessive murder and carnage Steelport's own Zach and Bobby will give the play-by-play commentary with their newest colleague, Tammy Tolliver.",49,Generally unfavorable reviews,3,3,5,5.6,Mixed or average reviews,9,10,9
Saints Row: The Third - Penthouse Pack,Xbox 360,['THQ'],Volition Inc.,"['Action Adventure', 'Modern', 'Modern', 'Open-World']",M,"May 22, 2012","['PC', 'PlayStation 3']",,"Ass kicking just got a whole lot better looking. Introducing the Saints Row: The Third Penthouse Pack, featuring Penthouse Pets Nikki Benz, Justine Joli, Ryan Keely, and Heather Vandeven. Add these well-dressed Pets to your gang and call them into combat anytime to do battle against the Syndicate. For the first time in your life, when you call Penthouse Pets, they'll actually answer.",0,No score yet,0,0,0,tbd,No user score yet,1,1,1
Saints Row: The Third - The Trouble with Clones,Xbox 360,['THQ'],Volition Inc.,"['Action Adventure', 'Modern', 'Modern', 'Open-World']",M,"Mar 20, 2012","['PC', 'PlayStation 3']",,"For the price, it's too short. And honestly it's unacceptable. Such fun can be had from this game but we just seem to get so little content out of the DLC's. It is fun, i'll tell you that. But then it ends. And you don't even get to keep the Bee Gun or Super Powers. What the hell? There's not much to say here, some funny missions, something close to Gat being back, and that's it. Unless you have money to waste and not much time to kill, leave it be.",0,No score yet,1,1,1,5.3,Mixed or average reviews,2,5,3
Sam & Max: Beyond Time and Space,Xbox 360,['Microsoft Game Studios'],Telltale Games,"['Miscellaneous', 'Adventure', 'General', '3D', 'Compilation', 'Point-and-Click', 'Third-Person']",T,"Oct 14, 2009","['iPhone/iPad', 'PC', 'PlayStation 3']",,"[Xbox Live Arcade]  Join the Freelance Police for a second season of adventure, crime fighting, and chaos. Sam & Max Beyond Time and Space starts with a giant robot attack and never lets up, taking our valiant crime fighters on a gut-wrenching mission from the North Pole to Easter Island, from outer space to Hell and back. Babies will dance. Mariachis will sing. A giant battle robot will trash the streets. And when their friends are caught in the middle, Sam & Max risk their very souls to set things right. Five episodes: In the award-winning second season of the episodic Sam & Max series, five full episodes take Sam & Max to Hell and back on a mission to save their friends -- and their very souls. [Telltale Games]",75,Generally favorable reviews,17,5,1,7.3,Mixed or average reviews,8,2,2
Sam & Max: Save the World,Xbox 360,['Microsoft Game Studios'],Telltale Games,"['Miscellaneous', 'Adventure', 'General', '3D', 'Compilation', 'Point-and-Click', 'Third-Person']",T,"Jun 17, 2009",['PC'],1 Player,"[Xbox Live Arcade]  Sam & Max Save the World in this side-splitting, award-winning, six-episode ""season"" of gaming's first sitcom. Canine shamus Sam and his hyperkinetic rabbity-thing partner Max are faced with a baffling mystery. All around them, people are ending up hypnotized. Washed-up child stars. The host of a popular television talk show. Even the President of the United States! Can Sam and Max find the mastermind behind this evil scheme before the entire world slips into a hypnotic trance? Characters: Interact with a bizarre cast of characters as you solve the mystery. Locations: Explore strange and exotic locations in your journey. Puzzles: Solve puzzles and uncover clues during your adventure. Full season: Play all six of the hilarious Season One episodes. [Telltale, Inc.]",74,Mixed or average reviews,13,11,0,7.2,Mixed or average reviews,8,5,2
Samurai Shodown II,Xbox 360,['SNK Playmore'],SNK Playmore,"['Action', 'Fighting', 'Fighting', '2D', '2D']",T,"Sep 10, 2008","['iPhone/iPad', 'PC', 'PlayStation 4', 'Switch', 'Xbox One']",2  Online,"[Xbox Live Arcade]  The classic fighting game Samurai Shodown II comes to Xbox Live Arcade in all its action-packed glory. Haohmaru is attacked by a sinister assailant. This would-be assassin has been clearly manipulated by an evil force, and promises with his last breath to own Haohmaru's soul. Haohmaru's mentor and fencing master insists that Haohmaru stay away from the evil forces and avoid confrontation, but this he cannot do. The two share a few drinks to celebrate their reunion after a long separation, but at dawn, Haohmaru slips out unannounced to embark on his journey. An audacious smile plays on his lips. New fighting techniques: Learn to parry, roll, duck, and hop. Sixteen unique playable characters are included. Choose your favorite and rise to the top. [Microsoft]",72,Mixed or average reviews,8,3,1,7.2,Mixed or average reviews,3,1,1
Samurai Shodown Sen,Xbox 360,['XSEED Games'],K2 LLC,"['Action', 'Fighting', 'Fighting', '3D', '2D', '3D']",M,"Mar 30, 2010",,2,The game will note that it takes time to be ripe. But once you're playing the truth is that it is grateful. There are many games of this type much better but not as bad as they say.,46,Generally unfavorable reviews,0,15,18,5.2,Mixed or average reviews,5,5,6
Samurai Warriors 2,Xbox 360,['Koei'],Omega Force,"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '3D']",T,"Sep 19, 2006","['PC', 'PlayStation 2']",2  Online,"Long before the twilight of the samurai, Japan was ruled by powerful leaders hungry to unite the land under one banner. The samurai and ninja who defended their land and honor became legends. Features 26 playable characters in all. 10 new warriors are ready for battle including the legendary Musashi Miyamoto, the unifier of Japan Ieyasu Tokugawa, and the enigmatic ninja Kotaro Fuma. Once forbidden secret techniques for each warrior are revealed. Set traps, summon ninja decoys, and more. Use powerful Linked Charge attacks and for the first time power up to three Musou gauges. Now castle warfare blends seamlessly with field combat. Take control of castles on the battlefield to gain a significant morale advantage. Experience new tales in Story, Free, and Survival modes. Team up with friends for two-player Co-op play or compete with them at ""Sugoroku,"" a bonus party game for up to four players. Challenge an opponent in two-player Vs. play exclusively through Xbox Live. Over 70 cinematic sequences supervised by Shinsuke Sato, director of the cult hit, ""The Princess Blade"" and new music from fusion artist Minoru Mukaiya. [KOEI]",52,Mixed or average reviews,1,21,8,8.8,Generally favorable reviews,15,4,1
Samurai Warriors 2 Empires,Xbox 360,['Koei'],Omega Force,"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '3D']",T,"Feb 27, 2007",['PlayStation 2'],1-2,"Samurai Warriors 2 Empires, the follow-up to the Tactical Action game Samurai Warriors 2, combines aspects of Action, Fighting and Strategy games. Japan is divided into 25 warring states and it is up to you to resurrect a nation using equal amounts of strategy and strength. Before each battle, you meet with their war council to discuss military and political affairs; then it's time for combat. Samurai Warriors 2 Empires is a unique blend of strategy and true warrior action. An account of Japan's Warring States era. A must-have for anyone fascinated by Samurai culture. Vicious multi-Musou attacks with up to four officers. 6 Regional scenarios, plus 5 Unification scenarios. 50 new policy cards based on Japanese history. 30 different tactics cards allow you to hire wind ninjas, set an ambush or form a blockade. – 90 policies in all. Create your own warrior in New Officer mode or choose from among 400 playable characters. 2-player co-op play. Forge alliances with rival clans and hire captured officers. Includes Empire mode, Free mode, and an extensive Archive section with rare art and information on Samurai history and tactics. [Koei]",53,Mixed or average reviews,1,20,8,8.8,Generally favorable reviews,15,1,1
Samurai Warriors 2: Xtreme Legends,Xbox 360,['Koei'],Omega Force,"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '3D']",T,"Apr 16, 2008",['PlayStation 2'],1-2,"The Samurai Warriors are back with a vengeance and a new lineup including six legendary samurai- each with their own storyline and powerful new weapons. With the debut of Mercenary mode, the new battlefields of “Okehazama” and “Shikoku”, and new Charge attacks, even you have more reasons to come back and join the fight! 6 new samurai with original scenarios featuring: Toshiie Maeda, Katsuie Shibata, Kojiro Sasaki, Gracia, Yoshimoto Imagawa and Chosokabe Motochika. Conquer the new battlefields of “Okehazama” and “Shikoku” 2-player Co-op in Story and Free modes, plus 6 difficulty levels. As a mercenary leader, hire other samurai, complete missions to earn rewards. Use characters from SW2 in SW2XL game modes. Increase growth level maximums. Unleash new Charge attacks and 5th weapon. Play SW2’s Story mode, Survival mode and Sugoroku with SW2XL’s new characters. [KOEI]",0,No score yet,0,1,1,tbd,No user score yet,1,0,0
Sanctum 2,Xbox 360,['Reverb'],Coffee Stain Studios,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']",T,"May 15, 2013","['PC', 'PlayStation 3']",,"In Sanctum 2 players assume the role of one of 4 elite soldiers, each with his own unique abilities and weapons whose mission is to protect the Cores from hordes of mysterious alien creatures on the human colony planet, LOEK III. Melding elements of the tower defense and first-person genres, players are challenged to protect the Cores.  In each scenario, players must set up defensive towers to take out waves of attacking enemies and ensure victory. However, Sanctum 2 is not just a game where players sit back and watch the action unfold. Instead they jump into the fray head-on in FPS mode to light up the opposition with a wide array of weapons, some of which you've never seen before in an FPS game.",77,Generally favorable reviews,8,3,1,4.8,Generally unfavorable reviews,24,14,30
Saw,Xbox 360,['Konami'],Zombie Studios,"['Action Adventure', 'Horror', 'Horror', 'Survival']",M,"Oct  6, 2009","['PC', 'PlayStation 3']",,"Jigsaw has killed your partner and destroyed your life.  Now he has trapped you in an abandoned insane asylum that he alone controls. If you can defeat his brutal traps and survive, you may just discover the truth behind what drives this twisted serial killer. SAW is a third-person perspective, survival horror game based on the SAW film franchise.  The game features many of the deadly mechanical traps seen in the film, as well as terrifying new ones. Players pit their wits against Jigsaw as they navigate his world in an attempt to evade and escape his gruesome traps, while also struggling against his minions in brutal combat by using weapons found within the environment. SAW, the video game, is based on a treatment from Zombie Studios and the creators of the SAW franchise, Leigh Whannell and James Wan. The timeline for the game takes place between the movies: SAW and SAW II, giving the game its own story, yet fitting within the narratives of the movies.  The story centers on Detective David Tapp who awakens in a decrepit, abandoned asylum.  He has been captured by his longtime nemesis, Jigsaw. Obsessed with catching this serial killer, Tapp’s mission has consumed him and ruined his family, resulting in divorce, mental imbalance, and abandonment. Worse yet, this frantic hunt destroyed Tapp’s career while he watched his long-time friend and partner get killed by one of Jigsaw’s traps.  Now Jigsaw has the upper hand and has captured the detective. Tapp must play a deadly game - the likes of which he has been investigating for years - to escape, and in order to do so he must survive the lethal traps and puzzles that Jigsaw has put in place for him and others. But each victim has a dark connection to Tapp. Will Tapp save them? Can he survive his obsession to find the Jigsaw killer? [Konami]",59,Mixed or average reviews,5,27,7,7.2,Mixed or average reviews,32,23,7
Saw II: Flesh & Blood,Xbox 360,['Konami'],Zombie Studios,"['Action Adventure', 'Horror', 'Horror', 'Survival']",M,"Oct 19, 2010",['PlayStation 3'],,"Step into the dark and tormented world of Saw 2 and experience the gruesome traps that Jigsaw has created to test your will to survive.  With new traps, puzzles, and combat system players will need to think fast and act quick to pass the rigors of the tests Jigsaw has engineered. Set between the Saw and  Saw II movies, the game follows Detective Tapp's estranged son Michael, who become Jigsaw's next subject while he is investigating father's recent death.",47,Generally unfavorable reviews,1,18,15,5.3,Mixed or average reviews,7,9,11
SBK Generations,Xbox 360,['Black Bean Games'],MileStone Inc.,"['Driving', 'Racing', 'Motorcycle', 'Street']",,"Jun  1, 2012","['PC', 'PlayStation 3']",,"Play through the last 4 seasons of the SBK world championships, including the new 2012 season to become world champion or test your skills in the new SBK Experience mode. With SBK Generations, Milestone has developed what they consider to be the definitive motorcycle game, filled with over 220+ riders, 60 bike models, 140+ teams, 17 circuits and up to 16 player online multi-player.",61,Mixed or average reviews,1,10,0,tbd,No user score yet,1,1,1
SBK Superbike World Championship,Xbox 360,['Conspiracy Entertainment'],Milestone S.r.l,"['Driving', 'Racing', 'Simulation', 'Motorcycle', 'Automobile', 'Street', 'Street']",E10+,"Nov  8, 2008","['PlayStation 2', 'PlayStation 3']",,"Pick up and play arcade mode allowing the player to access the race in just a few seconds. A genuinely technically accurate extreme simulation mode for real petrol heads. 4 well balanced racing styles giving genuine progression and satisfaction to the gamer. 6 game modes - Basic, Arcade, Advanced, Simulation, Extreme and Custom. Next generation giving players the chance to challenge their friends and opponents all over the world. [Black Bean Games]",63,Mixed or average reviews,1,16,0,8.0,Generally favorable reviews,4,1,1
SBK X: Superbike World Championship,Xbox 360,['SouthPeak Games'],Milestone S.r.l,"['Driving', 'Racing', 'Simulation', 'Motorcycle', 'Automobile', 'Street', 'Street']",E10+,"Dec  7, 2010","['PC', 'PlayStation 3']",,"SBK X delivers the incomparable excitement of the Superbike World Championship; all the bikes, all the riders and all the tracks of the official season. For the first time, this edition of the hit SBK series contains three categories of game play: Superbike, Superstock and Supersport. SBK X includes a career mode, allowing the player to personalize their rider and manage their career.  For even further game play options, players can choose to race in arcade and simulation modes for a quick blast around the track or a detailed simulation. Whichever game play style is preferred, with up to 16 player online multiplayer, SBK X is the most complete sport bike experience on the market.",74,Mixed or average reviews,8,5,0,8.3,Generally favorable reviews,5,3,0
Scarygirl,Xbox 360,['Square Enix'],TikGames,"['Action', 'Platformer', 'Platformer', '2D', '2D']",E10+,"Jan 18, 2012","['PC', 'PlayStation 3']",,"Based on Nathan Jurevicius' Scarygirl graphic novel – winner of the 2009 Aurealis Award for Best Illustrated Book/Graphic novel – Scarygirl presents a wondrous adventure into a distinctive and beautifully bizarre world.  The titular character Scarygirl is an abandoned child with a tentacle arm who dresses like a pirate, and is haunted by a strange man in her dreams. She sets out into the world to discover the meaning behind her bad dreams, but Scarygirl is hardly helpless, as she has a tentacle-powered arsenal up her sleeve. During her adventure, Scarygirl will be aided by her friends and guardians from the graphic novel, Blister the giant octopus and Bunniguru the mystical, kung-fu rabbit. Her friends and an ever-improving arsenal of combat moves will help her face down enemies like the adorably deadly hedgehogs of the Owl Woods, the violent Goat Clan along the Old Man Mountains, Hairclump spiders deep in the Stinky Swamp, and the most enemiest enemies of all: the clueless crossing guards around Bad Town!",63,Mixed or average reviews,9,21,3,7.3,Mixed or average reviews,6,3,2
Scarygirl: Enemy Within,Xbox 360,['Square Enix'],TikGames,"['Action', 'Platformer', 'Platformer', '2D', '2D']",E10+,"May  8, 2012",['PlayStation 3'],,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Scarygirl: Spirits Unleashed,Xbox 360,['Square Enix'],TikGames,"['Action', 'Platformer', 'Platformer', '2D', '2D']",E10+,"Mar 28, 2012",,,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Scene It? Box Office Smash,Xbox 360,['Microsoft Game Studios'],"Krome Studios, Screenlife Games","['Miscellaneous', 'Trivia / Game Show', 'Trivia / Game Show']",T,"Oct 28, 2008",,Up to 4,"Scene It?  Box Office Smash for Xbox 360 brings movie and trivia fans together for a game that provides hours of laughter. Challenge your friends and family to see whose movie knowledge reigns supreme while you relive some of your favorite moments from the silver screen. With all-new questions, more high-definition (HD) movie clips, and several new puzzle types, you have a trivia game overflowing with images plus audio and video clips from hundreds of films you know and love. The new game lets up to four teams challenge one another from the comfort of your living room or across the miles via Xbox LIVE. With the new Xbox LIVE experience, Scene It? Box Office Smash is the first game that lets you virtually put yourself into the game through custom avatars that respond to your play and react to one another throughout the course of the game. [Microsoft]",76,Generally favorable reviews,24,8,0,7.4,Mixed or average reviews,16,6,3
Scene It? Bright Lights! Big Screen!,Xbox 360,['Warner Bros. Interactive Entertainment'],Artificial Mind and Movement,"['Miscellaneous', 'Trivia / Game Show', 'Trivia / Game Show']",T,"Nov 17, 2009",['PlayStation 3'],No Online Multiplayer,,56,Mixed or average reviews,0,7,3,5.6,Mixed or average reviews,1,2,2
"Scene It? Lights, Camera, Action",Xbox 360,['Microsoft Game Studios'],"Screenlife Games, WXP","['Miscellaneous', 'Trivia / Game Show', 'Trivia / Game Show']",T,"Nov  6, 2007",,No Online Multiplayer,"Scene It? Lights, Camera, Action brings friends and family together for a casual movie trivia game that everyone can play and enjoy. Using the simple and intuitive Big Button Pad, challenge your friends to see whose movie knowledge reigns supreme, with real content from your favorite movies and actors. New puzzle challenges: The Xbox 360 game includes more than 1,800 questions not seen before in any otherScene It? game. It features five new types of puzzle challenge that are sure to keep you guessing all night long. Enjoy ""Credit Roll,"" where you guess the film based on the list of characters and actors, ""Child’s Play,"" where you guess the name of the film based on a child's drawing of a film scene, and ""Quotables,"" where you are challenged to finish a famous line from a featured film. In addition, all 21 puzzle types have been designed to provide the ultimate multiplayer experience on Xbox 360. Big Button Pad: Scene It? Lights, Camera, Action is shipped with four new wireless Big Button Pads, so each player has his or her own buzzer. Making games such as Scene It? more approachable for all types of players, the Big Button Pad takes its inspiration from the game show buzzers of yesteryear but uses the latest infrared technology to minimize the chances of an argument over who answered first. Hi-def visuals: The game offers a wide assortment of movie clips in HD format, as well as hundreds of stills and audio clips from your favorite films. Minimal repeats: The Xbox 360 version keeps track of questions that have already been asked and minimizes repeats so you rarely get the same question twice. [Microsoft]",73,Mixed or average reviews,18,23,0,8.0,Generally favorable reviews,16,6,0
Scene It? Movie Night,Xbox 360,['Screenlife Games'],Sarbakan Inc.,"['Miscellaneous', 'Trivia / Game Show', 'Trivia / Game Show']",T,"Nov 30, 2011",['PlayStation 3'],,Playing much like the board game Scene It on the Xbox360 makes for a pretty good way to spend an hour or so when friends or family come to visit. It contains a decent selection of movie clips to test your knowledge and the 4 buzzers that come with it help to that quiz show feel although after four or five games you may notice clips and questions being repeated.,70,Mixed or average reviews,1,6,0,tbd,No user score yet,1,1,0
Schizoid,Xbox 360,['Microsoft Game Studios'],Torpex Games LLC,"['Action', 'General', 'General']",E,"Jul  9, 2008",,2  Online,"[Xbox Live Arcade]  Cooperative gameplay is redefined in the fast-paced and unique Schizoid! Control red and blue ships, ramming them into enemies of the same color to destroy them. But be careful, because if you hit the opposite color, you will be destroyed. Quick thinking and quicker reflexes help you seize victory, but sharp teamwork provides the best chance of earning gold medals along the way. Schizoid offers more than 120 levels of challenge, playable in either single-player or co-op mode, plus the brain-melting Uberschizoid hardcore mode, in which one player controls both ships. Co-op gameplay to the max: No other multiplayer co-op game has such tight cooperative gameplay. The two players (or one player with a computer A.I. partner, or one player controlling both ships in Uberschizoid) must work together closely in order to defeat the hordes on each level. Uberschizoid mode: For perhaps the most challenging and ""brain-melting"" challenge yet, try Uberschizoid Mode. Control both red and blue ships, matching them to each enemy color in order to succeed. Tremendous graphics: The glowing, flashing, megabursting graphics add to the game's inherent chaos. [Microsoft]",68,Mixed or average reviews,8,10,2,7.8,Generally favorable reviews,12,3,1
SCORE International Baja 1000,Xbox 360,['Activision'],Left Field Productions,"['Driving', 'Racing', 'Simulation', 'Rally / Offroad', 'Rally / Offroad', 'Automobile']",E10+,"Oct 28, 2008","['PC', 'PlayStation 2', 'PlayStation 3']",,"SCORE International Baja 1000 recreates the unforgiving conditions and blistering speeds that make this event the most recognized and entertaining off-road racing event in the world. Sporting over 90 vehicles across multiple classes in the real Baja 1000 – including trophy trucks, class I, motorcycles, ATVs and more – the game challenges players to not only be first across the finish line, but also keep their machine intact! Hyper-realistic dirt and damage modeling in the game means players need to be crazy enough to take chances, but not so reckless that their vehicle is destroyed before the race is over. [Activision]",29,Generally unfavorable reviews,0,0,4,5.6,Mixed or average reviews,2,1,2
Scott Pilgrim vs. the World: The Game,Xbox 360,['Ubisoft'],Ubisoft Montreal,"['Action', 'General', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']",T,"Aug 25, 2010",['PlayStation 3'],Up to 4,"JUST Classic...any real old school gamer can enjoy this masterpiece. This game is a flashback to the 80's the music, characters, design anyway everything is a time machine to the golden years. For me this game is alot of fun.",73,Mixed or average reviews,14,11,0,7.6,Generally favorable reviews,41,12,6
Scott Pilgrim vs. the World: The Game - Knives Chau Add-On Pack,Xbox 360,['Ubisoft'],Ubisoft Montreal,"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']",T,"Dec 28, 2010",['PlayStation 3'],,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Scott Pilgrim vs. the World: The Game - Online Multiplayer + Wallace Pack,Xbox 360,['Ubisoft'],Ubisoft Montreal,"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']",T,"Mar 13, 2013",['PlayStation 3'],,,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Scourge: Outbreak,Xbox 360,['UFO Interactive'],Tragnarion Studios,"['Action', 'Shooter', 'Shooter', 'Third-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']",M,"Jul  3, 2013","['PC', 'PlayStation 3']",,"Gun your way through Nogari Island as Echo Squad, a group of mercenaries employed by the Tarn Initiative to end Nogari Corporation's firm grip on the world's weak governments. Utilize a lethal variety of weapons and unique abilities to pummel everything that stands in your path, as you yearn to learn the sinister truth behind Nogari's ""Ambrosia"" fuel technology. The game features a Co-op enabled Campaign for up to four players, in addition to a series of eight Player Versus multiplayer modes.",40,Generally unfavorable reviews,0,5,14,6.7,Mixed or average reviews,33,5,16
Scramble,Xbox 360,['Konami'],Digital Eclipse,"['Action', 'Shooter', 'General', 'Shooter', 'Scrolling', 'Scrolling', ""Shoot-'Em-Up"", 'Horizontal']",E,"Sep 13, 2006","['PlayStation 4', 'Switch']",2  Online,"[Xbox Live Arcade]  Control a spaceship that must infiltrate the enemy Scramble system in a classic side-scrolling shooter. Armed with guns and bombs, players must navigate swarms of enemies, meteors, missiles through six fiendish levels. Shoot fuel canisters to replenish your reserves in order to make it to the enemy base at the end of the system. [Konami]",47,Generally unfavorable reviews,0,7,6,7.7,Generally favorable reviews,5,1,1
Scrap Metal,Xbox 360,['Slick Entertainment'],Slick Entertainment,"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']",E10+,"Mar 10, 2010",['iPhone/iPad'],,"[Xbox Live Arcade}  Drift around corners with guns blazing and take out legendary competitors in the fast-paced, top-down racing game Scrap Metal. Fight your way through explosive, action-packed missions and defeat cunning bosses to add their vehicles to your garage. Customize your newly-acquired cars and then return to the track to blast through more enemies. Jump online with Xbox LIVE to race against your friends and crush their cars with the wheels of your monster truck in pulse-pounding online multiplayer matches. [Slick Entertainment]",63,Mixed or average reviews,12,18,5,8.0,Generally favorable reviews,5,0,1
ScreamRide,Xbox 360,['Microsoft Game Studios'],Frontier Developments,"['Simulation', 'General']",E10+,"Mar  3, 2015",['Xbox One'],,,0,No score yet,0,0,0,3.5,Generally unfavorable reviews,41,2,78
Screwjumper!,Xbox 360,['THQ'],Frozen Codebase,"['Action', 'General', 'General']",E10+,"Nov 14, 2007",,4  Online,"[Xbox Live Arcade]  Take the plunge in Screwjumper! Freefall into the depths of the chaotic underworld as a Screwjumper, and drive the aliens back to their home world by destroying their precious mining equipment. Demolish structures in freefall as you increase your destructive power by increasing your velocity. Use dynamite to pick off hazards and high value targets. Destroy the mine core and jetpack out alive. Dead screwjumpers don't get paid. Multiple levels and characters: Descend and destroy 20 mines on four different planets with six different characters, including Skruii the foreman of the Screwjumpers Union, Filch the reckless thrill-seeker, Zyree the unpredictable, Xoona the aloof, Ula the mad, and Zomar the mysterious. Ultimate destruction: Chain your destruction by plunging through objects at ultra-terminal speeds. You're a screwjumper. Go for it. Single player modes: Risk your neck in four single-player modes including Destruction, Race, Time Trial, and Score. Multiplayer: Compete with your friends via split screen and Xbox LIVE multiplayer. [Microsoft]",40,Generally unfavorable reviews,0,3,10,3.4,Generally unfavorable reviews,3,0,6
Sea Life Safari,Xbox 360,['Sierra Online'],Wanako Studios,"['Adventure', 'General', 'General']",E,"Jun 18, 2008",,1 Player,"[Xbox Live Arcade]  Embark on a journey the whole family can enjoy in Sea Life Safari. Make a splash as an underwater photographer tasked with capturing the most incredible pictures of wild sea animals. Entice your subjects into playful poses, provoke photo-worthy reactions, and reel in those picture-perfect scores. 60+ animated creatures: Photograph the sparkling personalities of fascinating underwater sea animals to build memorable albums and your own personal scrapbook. Explore unique destinations from the colorful Coral Reef to the murky Ship Graveyard, filled with countless treasures to discover. Family-friendly tutorial: Experience a fully interactive tutorial teaching simple step-by-step instructions on how to become a great deep-sea photographer. Educational photo evaluations: Learn the names of each of your sea creature subjects and see how your photographs rank as you are scored on four different criteria: size, orientation, centering, and interaction with each fish. Discover secret routes, collect hidden items, and encounter special appearances by unique day and night creatures. [WildTangent]",57,Mixed or average reviews,4,13,5,tbd,No user score yet,2,1,0
