title,platform,publisher,developer,genre,rating,release_date,multihoming,playersnum,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Nickelodeon Party Blast,Xbox,['Infogrames'],Data Design Interactive,"['Miscellaneous', 'Party']",E,30-Oct-02,['PC'],4-Jan,"Choose your favorite Nicktoons star and let the multiplayer mayhem begin. Nickelodeon Party Blast lets up to four players duke it out as SpongeBob SquarePants, Otto and Reggie Rocket, Angelica and Tommy Pickles, Invader Zim, Eliza Thornberry, and Jimmy Neutron. In five different game types with multiple levels, you can lob food at Tommy, race Otto Rocket down rapids, shoot hoops and pull tricks wearing in-line skates, blast Goooze at SpongeBob SquarePants, and more. During your battles, you can also find collectables, unlock minigames, and use power-ups.",19,Overwhelming dislike,0,0,4,3.6,Generally unfavorable reviews,4,0,8
Nightcaster,Xbox,['Microsoft Game Studios'],Jaleco Entertainment,"['Action Adventure', 'Fantasy']",T,21-Jan-02,,1 Player,"Battling against eternal darkness, you are Arran, a young wizard embarking on quest filled with explosive spell combat and adventure. Armed with your magical orb and immense spell collection, you age from a young wizard into an older powerful sorcerer.Defeat your enemies with a revolutionary control system: direct movement with one analog stick and aim with the other. Embrace your destiny; restore light to your homeland.",61,Mixed or average reviews,2,20,5,5.6,Mixed or average reviews,1,2,2
Nightcaster II: Equinox,Xbox,['Jaleco Entertainment'],Jaleco Entertainment,"['Action', ""Beat-'Em-Up""]",T,11-Dec-02,,2-Jan,"Nightcaster II: Equinox is a vibrant 3D action spell-shooter set in a dark fantasy world.  Embark on your adventure as Madelyn, the warrior, or Arran, her husband and the hero of the first Nightcaster.  This fast moving adventure features multidirectional spell casting combined with intense melee combat to create an exhilarating and captivating gameplay experience.  With more than 35 types of goblins, trolls, dragons, and other enemies to decimate, you will certainly have your hands full.",46,Generally unfavorable reviews,1,4,7,5.6,Mixed or average reviews,1,3,1
Ninja Gaiden,Xbox,['Tecmo'],Team Ninja,"['Action Adventure', 'Fantasy']",M,2-Mar-04,,1 Player,"Ninja Gaiden first debuted in the 1988 and now the young ninja returns.  As Ryu Hayabusa, you seek revenge after the Vigor Empire massacres your clan.  Skilled in battle actions and ninja moves, you are well prepared to hunt down the Holy Emperor and reclaim the magic sword ""Ryuken."" Ninja Gaiden features killer gameplay, stunning graphics, and new weapons such as the Dragon Sword, warhammer, shurikens, and nunchakus. Plus, there are massive levels filled with enemies and Xbox Live feature will enable future high score tournaments and downloadable content.",91,Universal acclaim,86,2,1,8.8,Generally favorable reviews,165,6,16
Ninja Gaiden Black,Xbox,['Tecmo'],Team Ninja,"['Action Adventure', 'Fantasy']",M,20-Sep-05,,1 Player,"In Ninja Gaiden Black you can reprise the role of Ryu Hayabusa, ninja extraordinaire. This sequel to Ninja Gaiden supplies a new story and new missions, plus two more difficulty settings and cinematic cut scenes that provide background about the protagonist. Ninja Gaiden Black also incorporates the additional content from Hurricane Packs 1 and 2 and includes unlockable content such as the original arcade version of Ninja Gaiden. Ninja Gaiden Black includes online features for keeping track of karma points on the online leader board.",94,Universal acclaim,31,1,0,8.8,Generally favorable reviews,169,15,13
Obscure,Xbox,['DreamCatcher Interactive'],Hydravision,"['Action Adventure', 'Horror']",M,6-Apr-05,"['PC', 'PlayStation 2']",2-Jan,"Inspired by recent ""teen slasher"" movies and TV shows, Obscure takes you to a deserted high school rife with tortured screams and faceless creatures. In single-player mode, you'll play as one of five students teamed with a computer-controlled character. In cooperative mode, your friend can play as your partner. As you explore the school, you must combine your weapons with artificial or natural light sources to drive away the monsters.",66,Mixed or average reviews,7,22,0,8.4,Generally favorable reviews,10,0,1
Oddworld: Munch's Oddysee,Xbox,['Microsoft Game Studios'],Oddworld Inhabitants,"['Action', 'Platformer', '3D']",T,6-Nov-01,"['iPhone/iPad', 'PC']",1 Player,"Munch, the Gabbit with ""odditude,"" and his sidekick Abe lead an off-beat revolution to save the world.  With their sacred land in jeopardy of being destroyed by the greedy Glukkons, Munch and Abe team up to teach those rascals a lesson by using their chanting prowess to control the enemy, arming themselves with wacky weapons, and acquiring power-ups for extra boosts.  You can switch between Munch and Abe at anytime to utilize each character's unique abilities and access certain areas.",80,Generally favorable reviews,23,7,0,8.7,Generally favorable reviews,35,6,1
Oddworld: Stranger's Wrath,Xbox,['EA Games'],Oddworld Inhabitants,"['Action Adventure', 'Sci-Fi']",T,25-Jan-05,,1 Player,"In Oddworld Stranger's Wrath, the new chapter the Oddworld series, you'll step into the role of the Stranger--a mysterious bounty hunter who tracks down outlaws for money. Equipped a variety of strange weapons that use small creatures as bullets, you'll explore expansive environments ranging from Old West towns and thick forests to industrial complexes. The game combines first- and third-person action gameplay with familiar Oddworld elements.",88,Generally favorable reviews,62,3,0,8.8,Generally favorable reviews,64,7,4
Open Season,Xbox,['Ubisoft'],Ubisoft,"['Action', 'Platformer', '3D']",E10+,19-Sep-06,"['PC', 'PlayStation 2', 'Xbox 360']",4-Jan,"Team up with a cast of crazy critters, unleashing your animal instincts in Open Season, the game - a riotous romp in the great outdoors in which a rowdy brood of forest animals turns the tables on a bunch of unsuspecting hunters. When a domesticated grizzly named Boog gets lured into leaving the creature comforts of home by a fast-talking mule deer named Elliott, he finds himself lost in the woods just three days before hunting season begins. Forced to ""rough it"" in the great outdoors, Boog goes native, rallying all the forest animals to take back their home and send the hunters packing. Interact with Beth, Shaw, and all your animal favorites from the Open Season film. Throw skunk bombs, hurl rabbits, use acorn-firing squirrels, and pull outrageous woodland pranks to scare the pants off the hunters. Roll in a giant snowball, ride the rapids on a floating outhouse, zip through tunnels in a crazy mine cart ride, and take on more madcap adventures as Boog discovers how to go from ""Mild"" to ""Wild"". Challenge your friends or team up together in 4-player mini-games.",59,Mixed or average reviews,1,5,0,tbd,No user score yet,1,5,0
Operation Flashpoint: Elite,Xbox,['Codemasters'],Bohemia Interactive,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",T,8-Nov-05,['PC'],14  Online,"Operation Flashpoint: Elite immerses you in realistic Cold War military situations. Not only do you control and command squads and soldiers, but also land, sea, and air vehicles. You'll have access to cars, APCs, tanks, and even military helicopters. The game's open-ended environments let you experience different kinds of gameplay, whether you're commanding a squad, driving tanks, transporting troops, piloting a helicopter, or taking on the role of a sniper.",64,Mixed or average reviews,11,11,2,8.2,Generally favorable reviews,23,2,3
Otogi 2: Immortal Warriors,Xbox,['Sega'],From Software,"['Action Adventure', 'Fantasy']",T,21-Oct-04,,1 Player,"Otogi 2 takes place directly after the events chronicled in the original Otogi: Myth of Demons. Raikoh, the famed undead warrior from the original game, rises again to save Japan from an onslaught of demons. This time, he is joined by six other selfless warriors who have taken their own lives to resurrect Raikoh. As you acquire more special items, you can increase each character's strengths and abilities. Fulfill your destiny in Story mode, or destroy everything in the new Havoc mode.",79,Generally favorable reviews,32,11,0,8.2,Generally favorable reviews,13,3,1
Otogi: Myth of Demons,Xbox,['Sega'],From Software,"['Action Adventure', 'Fantasy']",T,27-Aug-03,,1 Player,"Suspended between the world of the living and the dead is Raikoh, a skilled warrior from a cursed clan. In Otogi: Myth of Demons, you'll follow Raikoh as he travels through desolate lands to fight hordes of immortal creatures with 12 varieties of magic, a variety of brutal weapons, and more than 10 special demon-slaying items. Raikoh destroys trees, walls, and entire buildings in his quest to purge both the world's demons and his own.",80,Generally favorable reviews,31,9,0,8.7,Generally favorable reviews,28,3,2
Outlaw Golf,Xbox,['Simon & Schuster'],Simon & Schuster,"['Sports', 'Traditional', 'Golf', 'Arcade']",T,10-Jun-02,,4-Jan,"Golf meets strippers, ex-cons, and wannabe rappers. In Outlaw Golf, you can step into the shoes of all kinds of criminals and compete in 30 tour events. With each event, you'll unlock new characters and better equipment and improve your character's skills. Challenge three of your friends in eight different games, including stroke, match, skins, best ball, casino, and more. Play like a pro and the game gets easier; play poorly and the game becomes tougher.",72,Mixed or average reviews,9,14,0,6.9,Mixed or average reviews,4,5,0
Outlaw Golf 2,Xbox,['Global Star Software'],Hypnotix,"['Sports', 'Traditional', 'Golf', 'Arcade']",M,21-Oct-04,['PlayStation 2'],4-Jan,"The crude cast of Outlaw Golf is back with new friends, courses, fighting moves, and more. Choose from 11 wild characters--including babes, rappers, and thugs--and take on the challenges from eight courses, ranging from the arctic to the jungle. By playing through the tour and winning events, you can unlock more clubs, balls, and outfits. In addition to tournament mode, the game features match, time attack, and baseball golf modes. Just remember--even if your golf game is off, you can still beat up your opponents, or even your caddy.",74,Mixed or average reviews,22,19,0,tbd,No user score yet,3,0,0
Outlaw Tennis,Xbox,['Global Star Software'],Hypnotix,"['Sports', 'Traditional', 'Tennis']",M,26-Jul-05,['PlayStation 2'],10-Jan,"Step onto the tennis court with the cast from the Outlaw series of games. You can choose one of 16 playable characters with different attributes, and then you can participate in six gameplay modes, including exhibition, tour, and drills. As in previous Outlaw games, Outlaw Tennis features a fighting system that lets you beat up your opponents to gain an advantage. You can play in both singles and doubles matches in several match modes, such as hot potato, casino, baseball, and cash zones.",66,Mixed or average reviews,10,31,4,7.4,Mixed or average reviews,7,0,2
Outlaw Volleyball,Xbox,['Simon & Schuster'],Hypnotix,"['Sports', 'Traditional', 'Volleyball']",M,9-Jul-03,,4-Jan,"From a group of 16 social outcasts, it's up to you to find the perfect team to compete in unfriendly games of beach volleyball. Outlaw Volleyball brings its twisted characters from the Outlaw series to volleyball courts set in a jailhouse, a jungle, and a sewer. In addition to bumping, setting, and spiking, you must throw punches to achieve victory. Outlaw Volleyball provides Xbox Live support, so up to four players around the world can smash balls and beat each other up.",77,Generally favorable reviews,24,7,2,7.4,Mixed or average reviews,6,0,2
OutRun 2006: Coast 2 Coast,Xbox,['Sega'],Sumo Digital,"['Driving', 'Racing', 'Arcade']",E,25-Apr-06,"['PC', 'PlayStation 2']",6  Online,"OutRun 2006: Coast to Coast features a choice of 15 fully licensed Ferrari models, featuring the all-new F430 and F430 Spider, as well as the dazzling Superamerica and the stunning 550 Barchetta. Power your way across 15 new American themed environments from the ""OutRun2 SP"" arcade experience. Race from coast to glorious coast with a fresh new mission structure, a license mode and online play, with up to 6 players for a thrilling head-to-head journey.",77,Generally favorable reviews,16,8,0,8.2,Generally favorable reviews,7,2,0
OutRun2,Xbox,['Microsoft Game Studios'],Sumo Digital,"['Driving', 'Racing', 'Arcade']",E,25-Oct-04,,8  Online,"OutRun2 offers arcade racing in a variety of gameplay modes: arcade, mission, live, drifting, and heart attack. In arcade mode, you can race against the clock from Palm Beach to one of five destinations. You can also unlock hidden items in mission mode, drift around corners in drift mode, and charm your passenger with your driving techniques in heart attack mode. OutRun2 also features support for Xbox Live, allowing you to race against up to eight people.",79,Generally favorable reviews,38,12,1,8.7,Generally favorable reviews,18,2,1
Over the Hedge,Xbox,['Activision'],Edge of Reality,"['Action', 'Platformer', '3D']",E10+,9-May-06,['PlayStation 2'],2-Jan,"When a housing development intrudes on their woodland habitat and an opossum is kidnapped by an evil exterminator, three wise-cracking rodents and one very neurotic reptile invade the 'burbs in a quest to rescue their friend. Battle the exterminator and his army of mind-controlled mammals, and save the forest (and your own hide) from the world's peskiest critter-man.",61,Mixed or average reviews,5,17,4,tbd,No user score yet,2,0,0
Pac-Man World 2,Xbox,['Namco'],Namco,"['Action', 'Platformer', '3D']",E,15-Oct-02,"['PC', 'PlayStation 2']",1 Player,"Pac-Man is on a brand new adventure and once again dealing with the pesky Ghost Gang.  In Pac-Man World 2, the Ghost Gang has picked the magical fruit from an ancient tree, thereby releasing wicked evils upon Pac-Land.  You must guide Pac-Man through six new lands with plenty of amusing surprises.  New and improved, this Pac-Man can ice skate, rollerblade, submarine dive, and solve many exciting puzzles.  With all-new moves and a zany cast of characters, your Pac-Man heroics will be pushed to its limits.",66,Mixed or average reviews,1,6,0,7.5,Generally favorable reviews,2,2,0
Pac-Man World 3,Xbox,['Namco'],Blitz Games,"['Action', 'Platformer', '3D']",E,17-Nov-05,"['PC', 'PlayStation 2']",24  Online,The classic gaming character Pac-Man is back for the third iteration of the Pac-Man World series. The game features the classic Pac-Man powers and adds a few new abilities--such as superstomp and electric shock--to assist the yellow-ball-like hero against his ghost foes. You will also be able to take control of two different ghost characters. The game takes place in both 2D and 3D and includes the original Pac-Man arcade game.,65,Mixed or average reviews,4,10,2,tbd,No user score yet,0,3,0
Painkiller: Hell Wars,Xbox,['DreamCatcher Interactive'],People Can Fly,"['Action', 'Shooter', 'First-Person', 'Fantasy']",M,24-Jul-06,['PC'],8  Online,"You play as Daniel Garner, a seemingly regular guy who as just been killed in a horrific car accident. Trapped in a dark and unwelcoming world between heaven and hell, you struggling to uncover the reasons why you've been denied entry into heaven. Awaiting your purification, you must fight through a seemingly endless number of demon soldiers as you to attempt to stop an imminent unholy war.",68,Mixed or average reviews,14,17,2,7.7,Generally favorable reviews,13,3,3
Panzer Dragoon Orta,Xbox,['Sega'],Smilebit,"['Action', 'Shooter', 'Rail']",T,12-Jan-03,,1 Player,"The dragon rises to power once again in Panzer Dragoon: Orta. Dragons, creatures that once ruled the skies, are now mankind's only hope against a dark empire. With humanity at war and on the brink of extinction, it's up to you and your dragon to take to the skies and assist in the rebellion. On the back of your flying friend, you'll become part of intense chases and battles with powerful enemies. In order to defeat the evil empire, you must master multiple weapons, dragon powers, and advanced attacks.",90,Universal acclaim,39,2,0,8.4,Generally favorable reviews,69,5,10
Pariah,Xbox,['Groove Games'],Digital Extremes,"['Action', 'Shooter', 'First-Person', 'Sci-Fi']",M,3-May-05,['PC'],16-Jan,"Jack Mason is a burned-out doctor with no will to live, that is, until he nearly dies in a transport crash. Now he and his infected patient are stranded deep within a dangerous prison on Earth. As Mason, you must use your various skills, including sight and sound awareness, to track and outsmart your adversaries. Build your own arsenal of weapons, and enhance them with Weapon Energy Cores. The game's vehicles and customizable weapons come together to create an intense multiplayer experience for both online and offline play.",70,Mixed or average reviews,20,31,1,7.5,Generally favorable reviews,12,6,3
Peter Jackson's King Kong: The Official Game of the Movie,Xbox,['Ubisoft'],Ubisoft Montpellier,"['Action Adventure', 'Modern']",T,21-Nov-05,,1 Player,"Play as man or beast in Peter Jackson's King Kong: The Official Game of the Movie. You can be King Kong or Jack Driscoll as you follow a story based on the movie. Peter Jackson, the director of the 2005 movie, also took an active role in developing the game, which expands upon the movie's storyline, adding new creatures and locations. The game employs a cinematic style that makes the game more immersive and less like a traditional video game.",82,Generally favorable reviews,37,6,0,7.9,Generally favorable reviews,10,2,2
Phantasy Star Online Episode I & II,Xbox,['Microsoft Game Studios'],Sonic Team,"['Role-Playing', 'Action RPG']",T,15-Apr-03,,Massively Multiplayer,"The Phantasy Star adventure that began on the PC now comes to the Xbox and Xbox Live with new gaming modes and new content. Phantasy Star Online I & II features new character classes, weapons, enemies, items, and quests. A new split-screen feature allows three of your friends to join you on your adventure, as well as in other game modes, on the same console. Episode I includes all of the content from the original PSO and PSO Version 2, while Episode II brings a new, full-length adventure.",83,Generally favorable reviews,18,4,0,8.1,Generally favorable reviews,26,1,5
Phantom Crash,Xbox,['Phantagram'],Genki,"['Simulation', 'Sci-Fi', 'Mech']",T,4-Nov-02,,4-Jan,"In the wake of massive air pollution and economic disaster in Tokyo, Japan has relocated its capital. Old Tokyo has become the battleground for a new breed of public entertainment called Rumbling. Observing from a massive airborne viewing station, spectators watch Scoobees battle to the death. More than just high-speed, heavily armed Mechs, Scoobees have an unprecendented stealth capability--turning invisible at will for brief periods of time. The stakes are high. The enemies are ruthless. The action is intense.",74,Mixed or average reviews,13,9,1,8.1,Generally favorable reviews,13,3,2
Phantom Dust,Xbox,['Majesco Games'],Microsoft Game Studios Japan,"['Action', 'Shooter', 'Third-Person', 'Sci-Fi']",T,15-Mar-05,,4  Online,"Hidden underground for most of your life, you emerge to the surface to explore your supernatural abilities. In a postapocalyptic world rife with monsters and mysterious particles known as ""phantom dust,"" it's up to you to defeat your opponents using your psychic powers, skills, and strategies. Use each level's destructible environments to crush your enemies. Phantom Dust features both single-player and multiplayer modes, including online play via Xbox Live.",81,Generally favorable reviews,30,7,0,7.7,Generally favorable reviews,38,3,11
Pinball Hall of Fame - The Gottlieb Collection,Xbox,['Crave'],Farsight Studios,"['Miscellaneous', 'Parlor', 'Pinball']",E,18-Nov-04,['PlayStation 2'],4-Jan,"Pinball Hall of Fame features more than eight pinball tables from the '60s through the '90s. The game features realistic physics, detailed graphics, and sounds captured directly from the actual tables. A tutorial fly-through of each table helps you plan your strategy and make every shot count. Compete for the high score alone or against three of your friends. With enough play, you'll learn fun facts about each table and even unlock a bonus table.",70,Mixed or average reviews,6,6,0,tbd,No user score yet,0,0,1
Pirates of the Caribbean,Xbox,['Bethesda Softworks'],Akella,"['Role-Playing', 'Action RPG']",T,1-Jul-03,['PC'],1 Player,"The ruthless Captain Barbossa rules the high seas with treasures beyond your wildest dreams.  As rogue pirate Jack Sparrow, your mission is to collect enough wealth to lead an attack against the dark captain and his band of undead.  Fight, cheat, and steal your way through 20 missions filled with hidden treasures.  Among the weapons you'll have to fight your foes are cannons, artillery, and swords.  If you have what it takes, you'll soon unravel the mystery of the treacherous skeleton crew.",65,Mixed or average reviews,13,13,4,7.4,Mixed or average reviews,20,3,5
Pirates: The Legend of Black Kat,Xbox,['Electronic Arts'],Westwood Studios,"['Action Adventure', 'Fantasy']",T,24-Mar-02,['PlayStation 2'],2-Jan,"Dangerous and fantastic island worlds are waiting to be discovered in Pirates: The Legend of Black Kat. Join the heroine, Black Kat, on a mission to liberate Voodoo Isles from Captain Hawk's evil clutches. Customize one of 12 vessels with a wide range of items and rare magical weapons. With your ship's massive firepower or your own swashbuckling skills, you can battle witch doctors, mermaids, mythical beasts, spirits, skull apes, and more. Once you've conquered the solo missions, you can battle a friend in ship-to-ship combat for treasure and bragging rights.",74,Mixed or average reviews,11,5,0,8,Generally favorable reviews,5,1,1
Pitfall: The Lost Expedition,Xbox,['Activision'],Edge of Reality,"['Action', 'Platformer', '3D']",E,18-Feb-04,"['PC', 'PlayStation 2']",1 Player,"Delving deep in the Peruvian Jungle, you assume the role of Pitfall Harry--a fearless, rough-and-ready treasure seeker who battles evil using his athletic ability and a knapsack filled with adventure gear.  Your mission: Race against a rival explorer to find hidden treasures, which could spell doom for you and your friends if they fall into the wrong hands.  The game challenges you to explore an obstacle-filled world featuring over 50 perilous levels, including lush rainforests, creature-ridden caves and vast glacial mountains.  You'll be swinging on vines, avoiding crocodiles and dodging rolling logs as you unearth artifacts and use your cunning to defeat dangerous foes.",73,Mixed or average reviews,20,15,0,7.1,Mixed or average reviews,4,2,1
Playboy: The Mansion,Xbox,['Arush Entertainment'],Cyberlore Studios,"['Strategy', 'Tycoon']",M,25-Jan-05,"['PC', 'PlayStation 2']",1 Player,"Playboy: The Mansion blends social simulation with role-playing and empire-building gameplay. As Hugh Hefner, you build the Playboy Mansion and magazine into a cultural icon and a powerful brand. Rub shoulders with attractive women and celebrities as you pursue the ultimate Playboy lifestyle. Grow famous and gain exclusive access to the Playboy Archives, which include footage of the world-famous Playboy Mansion. You're rewarded for living the good life, having a positive sexual attitude, and promoting tolerance and individual freedom.",61,Mixed or average reviews,3,35,5,4.8,Generally unfavorable reviews,3,2,6
Powerdrome,Xbox,['Mud Duck Productions'],Argonaut Games,"['Driving', 'Racing', 'Futuristic']",T,16-Jun-04,['PlayStation 2'],4-Jan,"The future of street racing has arrived with ramps, tunnels, and speeds of 1,000 miles per hour. Powerdrome takes you to this world and straps you into a supersonic flying craft. On the tracks and through the streets, you'll race against a variety of characters--each with their own personality, racing style, and friends or foes. Develop your driving skills, learn new tricks, and continue to shave seconds off your best times as your experience evolves. Once you have honed your skills, race against your friends and find out how good you really are.",69,Mixed or average reviews,3,8,1,7,Mixed or average reviews,3,6,0
Predator: Concrete Jungle,Xbox,['VU Games'],Eurocom Entertainment Software,"['Action Adventure', 'Sci-Fi']",M,26-Apr-05,['PlayStation 2'],1 Player,"In Predator: Concrete Jungle, you become the Predator who hunts the Earth for criminals using superhuman powers, different vision modes, and an array of alien weaponry. The tale of the alien's history on the Earth unfolds between two separate time periods (in the 1930s and in 2030) as you seek revenge upon an organized crime empire. To successfully complete your missions, you must master cloaking technology and extraterrestrial weapons, including wristblades, plasmacaster, combistick, speargun, and smart disk.",46,Generally unfavorable reviews,0,9,8,7.7,Generally favorable reviews,11,2,2
Prince of Persia: The Sands of Time,Xbox,['Ubisoft'],Ubisoft,"['Action Adventure', 'Fantasy']",T,12-Nov-03,"['PC', 'PlayStation 2', 'PlayStation 3']",1 Player,"Embark on a journey of scorched sands and ancient legends.  A young prince, drawn to the dark powers of a magic dagger, unleashes a deadly evil upon a beautiful kingdom.  Guide the Prince on his quest to reverse the curse by using the Sands of Time, a power which allows you to erase the past, see into the future and slow down the present.  Perform gravity-defying acrobatics and swashbuckling attacks in a staggering array of landscapes and kingdoms.  Restore peace to the land and fulfill your destiny.",92,Universal acclaim,41,0,0,8,Generally favorable reviews,71,20,10
Prince of Persia: The Two Thrones,Xbox,['Ubisoft'],Ubisoft,"['Action Adventure', 'Fantasy']",M,1-Dec-05,,1 Player,"The Prince of Persia returns to his kingdom to find it decimated by war and turned against him in Prince of Persia: The Two Thrones. You can play as the time-bending prince or his evil alter-ego as he tries to return to the throne that is rightfully his. Now there are two distinct characters, each with their own abilities and backgrounds, as you explore the urban setting of Babylon. Prince of Persia: The Two Thrones adds new Sands of Time abilities and an all-new setting for the third chapter in the Prince of Persia story.",85,Generally favorable reviews,42,4,0,8.2,Generally favorable reviews,29,4,4
Prince of Persia: Warrior Within,Xbox,['Ubisoft'],Ubisoft Montreal,"['Action Adventure', 'Fantasy']",M,30-Nov-04,"['iPhone/iPad', 'PC', 'PlayStation 2', 'PlayStation 3']",1 Player,"Hunted by Dahaka, an immortal incarnation of Fate seeking divine retribution, the Prince embarks on a new journey on a cursed island. Only with courage and the mastery of new combat arts can the Prince emerge victoriously. As the Prince, you can develop your own fighting style by manipulating the environment and the enemies. You can even use new projectile attacks and Sands of Time powers to rid the lands of deadly monsters.",83,Generally favorable reviews,46,7,2,7.8,Generally favorable reviews,32,4,6
Prisoner of War,Xbox,['Codemasters'],Wide Games,"['Action Adventure', 'Historic']",T,26-Aug-02,,1 Player,"Prisoner of War captures the intrigue, danger, and heroism of Allied escape attempts from prisoner of war camps during World War II, including Colditz--the Germans highest security ""escape-proof"" camp. As one of Germany's prisoners, Captain Stone, you'll embark on an adventure across Germany in a variety of different POW camps. Outwit the German war machine by crawling through muddy tunnels and over stone walls and using disguises and makeshift equipment to escape. In this third-person adventure, bravery, stealth, and cunning will win the day.",64,Mixed or average reviews,1,18,1,tbd,No user score yet,1,1,1
Pro Cast Sports Fishing,Xbox,['Capcom'],Capcom,"['Sports', 'Nature', 'Fishing']",E,27-Aug-03,,1 Player,"Get back to nature and experience the struggle of man versus fish in a comprehensive bass-fishing simulation game. Pro Cast Sports Fishing re-creates the in-depth angler strategy involved in landing the biggest fish. Become the top angler in tournament fishing, customize your weather and time settings, and earn points to gather valuable fishing tips and buy the best fishing gear. As you progress, you'll discover hidden secrets that may lead you to the legendary big mouth bass that has spawned fish tales for years.",49,Generally unfavorable reviews,1,6,5,tbd,No user score yet,1,1,1
Pro Fishing Challenge,Xbox,['Atlus Co.'],Opus,"['Sports', 'Nature', 'Fishing']",E,31-Aug-04,,8  Online,"Cast your line, set your hook, and prepare for a realistic fishing simulation for the Xbox. Pro Fishing Challenge re-creates all the excitement and tension of fishing with four expansive lakes, simulated fish ecology, and variable environmental effects. Participate in a variety of Tournament modes and earn money to buy the latest tackle and equipment, including rods, lines, reels, and lures. With Xbox Live, you can challenge the best anglers around the world over the Internet.",62,Mixed or average reviews,1,8,2,7.9,Generally favorable reviews,8,1,2
Pro Race Driver,Xbox,['Codemasters'],Codemasters,"['Driving', 'Racing', 'GT / Street']",T,16-Apr-03,"['PC', 'PlayStation 2']",4-Jan,"Pro Race Driver immerses you in the heart of a global racing championship.  The game retains the series' core values of close-contact racing with real cars, real teams, real track, real drivers, and an astounding damage engine while introducing a character- based narrative and episodic storyline.  Choose from a fictional cast of racers and 42 licensed touring and racing cars to compete in real-world global championships.  Get ready for a true-to-life driving and performance experience.",80,Generally favorable reviews,14,3,0,7.2,Mixed or average reviews,2,2,1
Project Gotham Racing,Xbox,['Microsoft Game Studios'],Bizarre Creations,"['Driving', 'Racing', 'GT / Street']",E,14-Nov-01,,4-Jan,"In Project Gotham Racing, it's just as important to look good racing as it to drive fast.  You receive ""Kudos"" points for your style, skill, and willingness to take risks during races.  Choose from more than 25 different cars from top manufacturers such as Ferrari, Porsche, and BMW, and compete on 200 city-based circuits.  You can also race shoulder-to-shoulder with up to three friends in multiplayer mode.  Fun and reward come from focusing equally on speed, flair, and risk-taking.",85,Generally favorable reviews,33,2,0,8.1,Generally favorable reviews,29,6,2
Project Gotham Racing 2,Xbox,['Microsoft Game Studios'],Bizarre Creations,"['Driving', 'Racing', 'GT / Street']",E,17-Nov-03,,8  Online,"Project Gotham Racing 2 is a true test of racing skill, style, and daring that rewards you not only for how fast you drive, but also for how you drive fast.  Earn Kudos and gain recognition for cornering on two wheels around the Sears Tower in Chicago; power-sliding through the ancient streets of Florence, Italy; or maneuvering along the racing line through the slick streets of Edinburgh, Scotland--all while racing some of the most exotic high-performance vehicles available.  You can even challenge other gamers online, using Xbox Live, or take on your friends in a multiplayer race via System Link.",90,Universal acclaim,49,1,0,8.7,Generally favorable reviews,75,10,6
Project: Snowblind,Xbox,['Eidos Interactive'],Crystal Dynamics,"['Action', 'Shooter', 'First-Person', 'Sci-Fi']",T,23-Feb-05,"['PC', 'PlayStation 2']",16  Online,"In Project: Snowblind, you can experience war through the eyes of the first of a new breed of supersoldiers. As Lt. Nathan Frost, your mission is to stop a renegade regime from eradicating the civilized world. You must use your newly implanted enhancements, tools, weapons, and vehicles in your fight on the front lines. Discover your character's superhuman powers in the single-player missions, and then showcase your talents in the online multiplayer modes. The Xbox version of the game also features exclusive gameplay modes.",79,Generally favorable reviews,35,9,0,7,Mixed or average reviews,8,4,2
ProStroke Golf - World Tour 2007,Xbox,['Oxygen Interactive'],Gusto Games,"['Sports', 'Traditional', 'Golf', 'Sim']",E,12-Sep-06,['PlayStation 2'],4-Jan,"With a first-person over-the-ball view, ProStroke Golf's unique ""ProStroke"" swing system puts unprecedented control in the player's hands. No longer does the beauty of the perfect golf swing have to be represented by three controller button presses. Players must put their skill, stamina and mental agility to the test in Match Play, against their friends or in the comprehensive career mode.  ProStroke Golf features 18 international courses including The Brabazon at The De Vere Belfry and Lake Nona; noted pros such as Sergio Garcia, Colin Montgomerie, Mark O'Meara and Ben Curtis; commentary from Sam Torrance, Ian Baker Finch and Allan Green; Golf Pro Training exercises; a detailed course and tournament designer and more.",66,Mixed or average reviews,6,10,2,7.3,Mixed or average reviews,3,3,0
Psi-Ops: The Mindgate Conspiracy,Xbox,['Midway'],Midway,"['Action', 'Shooter', 'Third-Person', 'Sci-Fi']",M,14-Jun-04,['PlayStation 2'],1 Player,"Your most powerful weapon is your mind in Psi-Ops: The Mindgate Conspiracy, an action adventure game that combines Psi powers with weapons combat. A terrorist movement prepares to overthrow world order, you, an elite American Psi-operative soldier, must combat them. Practice powers of Telekinesis, Mind Control, Pyrokinesis, Mind Drain, Aura View, and Remote Viewing to win mind games against an army of brainwashed terrorists and powerful Psi agents. Fight through eight levels using your Psi powers, an arsenal of traditional weapons, and puzzle-solving skills.",84,Generally favorable reviews,53,2,0,7.6,Generally favorable reviews,19,4,4
